ds,y
2019-06-01,11.931333
2019-06-02,11.931333
2019-06-03,11.931333
2019-06-04,12.906667
2019-06-05,13.106
2019-06-06,13.73
2019-06-07,13.633333
2019-06-08,13.633333
2019-06-09,13.633333
2019-06-10,14.192
2019-06-11,14.473333
2019-06-12,13.950667
2019-06-13,14.260667
2019-06-14,14.328
2019-06-15,14.328
2019-06-16,14.328
2019-06-17,15.002
2019-06-18,14.982667
2019-06-19,15.095333
2019-06-20,14.641333
2019-06-21,14.790667
2019-06-22,14.790667
2019-06-23,14.790667
2019-06-24,14.909333
2019-06-25,14.650667
2019-06-26,14.618
2019-06-27,14.856
2019-06-28,14.897333
2019-06-29,14.897333
2019-06-30,14.897333
2019-07-01,15.144667
2019-07-02,14.97
2019-07-03,15.66
2019-07-04,15.66
2019-07-05,15.54
2019-07-06,15.54
2019-07-07,15.54
2019-07-08,15.356
2019-07-09,15.337333
2019-07-10,15.928
2019-07-11,15.906667
2019-07-12,16.338667
2019-07-13,16.338667
2019-07-14,16.338667
2019-07-15,16.9
2019-07-16,16.825333
2019-07-17,16.990667
2019-07-18,16.902666
2019-07-19,17.212
2019-07-20,17.212
2019-07-21,17.212
2019-07-22,17.045334
2019-07-23,17.344667
2019-07-24,17.658667
2019-07-25,15.254667
2019-07-26,15.202667
2019-07-27,15.202667
2019-07-28,15.202667
2019-07-29,15.718
2019-07-30,16.150667
2019-07-31,16.107332
2019-08-01,15.59
2019-08-02,15.622667
2019-08-03,15.622667
2019-08-04,15.622667
2019-08-05,15.221333
2019-08-06,15.383333
2019-08-07,15.561333
2019-08-08,15.886667
2019-08-09,15.667333
2019-08-10,15.667333
2019-08-11,15.667333
2019-08-12,15.267333
2019-08-13,15.666667
2019-08-14,14.641333
2019-08-15,14.376
2019-08-16,14.662667
2019-08-17,14.662667
2019-08-18,14.662667
2019-08-19,15.122
2019-08-20,15.057333
2019-08-21,14.722
2019-08-22,14.81
2019-08-23,14.093333
2019-08-24,14.093333
2019-08-25,14.093333
2019-08-26,14.333333
2019-08-27,14.272
2019-08-28,14.372667
2019-08-29,14.780667
2019-08-30,15.040667
2019-08-31,15.040667
2019-09-01,15.040667
2019-09-02,15.040667
2019-09-03,15.000667
2019-09-04,14.712
2019-09-05,15.305333
2019-09-06,15.163333
2019-09-07,15.163333
2019-09-08,15.163333
2019-09-09,15.452667
2019-09-10,15.702667
2019-09-11,16.473333
2019-09-12,16.391333
2019-09-13,16.346666
2019-09-14,16.346666
2019-09-15,16.346666
2019-09-16,16.187332
2019-09-17,16.319332
2019-09-18,16.232668
2019-09-19,16.440001
2019-09-20,16.041332
2019-09-21,16.041332
2019-09-22,16.041332
2019-09-23,16.082001
2019-09-24,14.880667
2019-09-25,15.246667
2019-09-26,16.170668
2019-09-27,16.142
2019-09-28,16.142
2019-09-29,16.142
2019-09-30,16.058001
2019-10-01,16.312668
2019-10-02,16.208668
2019-10-03,15.535333
2019-10-04,15.428667
2019-10-05,15.428667
2019-10-06,15.428667
2019-10-07,15.848
2019-10-08,16.003332
2019-10-09,16.302
2019-10-10,16.316
2019-10-11,16.525999
2019-10-12,16.525999
2019-10-13,16.525999
2019-10-14,17.130667
2019-10-15,17.192667
2019-10-16,17.316668
2019-10-17,17.464666
2019-10-18,17.129999
2019-10-19,17.129999
2019-10-20,17.129999
2019-10-21,16.9
2019-10-22,17.038668
2019-10-23,16.978666
2019-10-24,19.978666
2019-10-25,21.875334
2019-10-26,21.875334
2019-10-27,21.875334
2019-10-28,21.847334
2019-10-29,21.081333
2019-10-30,21.000668
2019-10-31,20.994667
2019-11-01,20.887333
2019-11-02,20.887333
2019-11-03,20.887333
2019-11-04,21.164667
2019-11-05,21.148001
2019-11-06,21.771999
2019-11-07,22.369333
2019-11-08,22.476
2019-11-09,22.476
2019-11-10,22.476
2019-11-11,23.006001
2019-11-12,23.328667
2019-11-13,23.073999
2019-11-14,23.290001
2019-11-15,23.478001
2019-11-16,23.478001
2019-11-17,23.478001
2019-11-18,23.332666
2019-11-19,23.968
2019-11-20,23.481333
2019-11-21,23.655333
2019-11-22,22.202667
2019-11-23,22.202667
2019-11-24,22.202667
2019-11-25,22.422667
2019-11-26,21.927999
2019-11-27,22.086
2019-11-28,22.086
2019-11-29,21.996
2019-11-30,21.996
2019-12-01,21.996
2019-12-02,22.324667
2019-12-03,22.413334
2019-12-04,22.202
2019-12-05,22.024668
2019-12-06,22.392668
2019-12-07,22.392668
2019-12-08,22.392668
2019-12-09,22.635332
2019-12-10,23.256001
2019-12-11,23.513332
2019-12-12,23.978666
2019-12-13,23.892668
2019-12-14,23.892668
2019-12-15,23.892668
2019-12-16,25.433332
2019-12-17,25.266001
2019-12-18,26.209999
2019-12-19,26.936001
2019-12-20,27.039333
2019-12-21,27.039333
2019-12-22,27.039333
2019-12-23,27.948
2019-12-24,28.35
2019-12-25,28.35
2019-12-26,28.729334
2019-12-27,28.691999
2019-12-28,28.691999
2019-12-29,28.691999
2019-12-30,27.646667
2019-12-31,27.888666
2020-01-01,27.888666
2020-01-02,28.684
2020-01-03,29.534
2020-01-04,29.534
2020-01-05,29.534
2020-01-06,30.102667
2020-01-07,31.270666
2020-01-08,32.809334
2020-01-09,32.089333
2020-01-10,31.876667
2020-01-11,31.876667
2020-01-12,31.876667
2020-01-13,34.990665
2020-01-14,35.861332
2020-01-15,34.566666
2020-01-16,34.232666
2020-01-17,34.033333
2020-01-18,34.033333
2020-01-19,34.033333
2020-01-20,34.033333
2020-01-21,36.48
2020-01-22,37.970669
2020-01-23,38.146667
2020-01-24,37.654667
2020-01-25,37.654667
2020-01-26,37.654667
2020-01-27,37.201332
2020-01-28,37.793331
2020-01-29,38.732666
2020-01-30,42.720669
2020-01-31,43.371334
2020-02-01,43.371334
2020-02-02,43.371334
2020-02-03,52.0
2020-02-04,59.137333
2020-02-05,48.98
2020-02-06,49.930668
2020-02-07,49.871334
2020-02-08,49.871334
2020-02-09,49.871334
2020-02-10,51.418667
2020-02-11,51.625332
2020-02-12,51.152668
2020-02-13,53.599998
2020-02-14,53.335335
2020-02-15,53.335335
2020-02-16,53.335335
2020-02-17,53.335335
2020-02-18,57.226665
2020-02-19,61.161331
2020-02-20,59.960667
2020-02-21,60.066666
2020-02-22,60.066666
2020-02-23,60.066666
2020-02-24,55.585999
2020-02-25,53.327332
2020-02-26,51.919998
2020-02-27,45.266666
2020-02-28,44.532665
2020-02-29,44.532665
2020-03-01,44.532665
2020-03-02,49.574669
2020-03-03,49.700668
2020-03-04,49.966667
2020-03-05,48.302666
2020-03-06,46.898666
2020-03-07,46.898666
2020-03-08,46.898666
2020-03-09,40.533333
2020-03-10,43.021999
2020-03-11,42.282001
2020-03-12,37.369999
2020-03-13,36.441334
2020-03-14,36.441334
2020-03-15,36.441334
2020-03-16,29.671333
2020-03-17,28.68
2020-03-18,24.081333
2020-03-19,28.509333
2020-03-20,28.502001
2020-03-21,28.502001
2020-03-22,28.502001
2020-03-23,28.952667
2020-03-24,33.666668
2020-03-25,35.950001
2020-03-26,35.210667
2020-03-27,34.290668
2020-03-28,34.290668
2020-03-29,34.290668
2020-03-30,33.475334
2020-03-31,34.933334
2020-04-01,32.104
2020-04-02,30.298
2020-04-03,32.000668
2020-04-04,32.000668
2020-04-05,32.000668
2020-04-06,34.416
2020-04-07,36.363335
2020-04-08,36.589333
2020-04-09,38.200001
2020-04-10,38.200001
2020-04-11,38.200001
2020-04-12,38.200001
2020-04-13,43.396667
2020-04-14,47.326
2020-04-15,48.655334
2020-04-16,49.680668
2020-04-17,50.259335
2020-04-18,50.259335
2020-04-19,50.259335
2020-04-20,49.757332
2020-04-21,45.781334
2020-04-22,48.807335
2020-04-23,47.042
2020-04-24,48.343334
2020-04-25,48.343334
2020-04-26,48.343334
2020-04-27,53.25
2020-04-28,51.274666
2020-04-29,53.367332
2020-04-30,52.125332
2020-05-01,46.754665
2020-05-02,46.754665
2020-05-03,46.754665
2020-05-04,50.745998
2020-05-05,51.214001
2020-05-06,52.172001
2020-05-07,52.002666
2020-05-08,54.627998
2020-05-09,54.627998
2020-05-10,54.627998
2020-05-11,54.085999
2020-05-12,53.960667
2020-05-13,52.730667
2020-05-14,53.555332
2020-05-15,53.278
2020-05-16,53.278
2020-05-17,53.278
2020-05-18,54.242001
2020-05-19,53.867332
2020-05-20,54.370667
2020-05-21,55.173332
2020-05-22,54.458668
2020-05-23,54.458668
2020-05-24,54.458668
2020-05-25,54.458668
2020-05-26,54.591331
2020-05-27,54.681999
2020-05-28,53.720669
2020-05-29,55.666668
2020-05-30,55.666668
2020-05-31,55.666668
2020-06-01,59.873333
2020-06-02,58.770668
2020-06-03,58.863998
2020-06-04,57.625332
2020-06-05,59.043999
2020-06-06,59.043999
2020-06-07,59.043999
2020-06-08,63.327999
2020-06-09,62.711334
2020-06-10,68.33667
2020-06-11,64.856003
2020-06-12,62.352001
2020-06-13,62.352001
2020-06-14,62.352001
2020-06-15,66.059998
2020-06-16,65.475334
2020-06-17,66.119331
2020-06-18,66.930664
2020-06-19,66.726669
2020-06-20,66.726669
2020-06-21,66.726669
2020-06-22,66.288002
2020-06-23,66.785332
2020-06-24,64.056664
2020-06-25,65.732002
2020-06-26,63.982666
2020-06-27,63.982666
2020-06-28,63.982666
2020-06-29,67.290001
2020-06-30,71.987335
2020-07-01,74.641998
2020-07-02,80.577332
2020-07-03,80.577332
2020-07-04,80.577332
2020-07-05,80.577332
2020-07-06,91.438667
2020-07-07,92.657333
2020-07-08,91.05867
2020-07-09,92.952003
2020-07-10,102.976669
2020-07-11,102.976669
2020-07-12,102.976669
2020-07-13,99.804001
2020-07-14,101.120003
2020-07-15,103.067329
2020-07-16,100.042664
2020-07-17,100.056
2020-07-18,100.056
2020-07-19,100.056
2020-07-20,109.533333
2020-07-21,104.557335
2020-07-22,106.155334
2020-07-23,100.87133
2020-07-24,94.466667
2020-07-25,94.466667
2020-07-26,94.466667
2020-07-27,102.639999
2020-07-28,98.432671
2020-07-29,99.940666
2020-07-30,99.166
2020-07-31,95.384003
2020-08-01,95.384003
2020-08-02,95.384003
2020-08-03,99.0
2020-08-04,99.133331
2020-08-05,99.001335
2020-08-06,99.305336
2020-08-07,96.847336
2020-08-08,96.847336
2020-08-09,96.847336
2020-08-10,94.571335
2020-08-11,91.625999
2020-08-12,103.650665
2020-08-13,108.066666
2020-08-14,110.047333
2020-08-15,110.047333
2020-08-16,110.047333
2020-08-17,122.375999
2020-08-18,125.806
2020-08-19,125.235336
2020-08-20,133.455338
2020-08-21,136.665329
2020-08-22,136.665329
2020-08-23,136.665329
2020-08-24,134.279999
2020-08-25,134.889328
2020-08-26,143.544662
2020-08-27,149.25
2020-08-28,147.559998
2020-08-29,147.559998
2020-08-30,147.559998
2020-08-31,166.106674
2020-09-01,158.350006
2020-09-02,149.123337
2020-09-03,135.666672
2020-09-04,139.440002
2020-09-05,139.440002
2020-09-06,139.440002
2020-09-07,139.440002
2020-09-08,110.07
2020-09-09,122.09333
2020-09-10,123.779999
2020-09-11,124.239998
2020-09-12,124.239998
2020-09-13,124.239998
2020-09-14,139.873337
2020-09-15,149.919998
2020-09-16,147.253326
2020-09-17,141.143326
2020-09-18,147.383331
2020-09-19,147.383331
2020-09-20,147.383331
2020-09-21,149.796661
2020-09-22,141.410004
2020-09-23,126.786667
2020-09-24,129.263336
2020-09-25,135.779999
2020-09-26,135.779999
2020-09-27,135.779999
2020-09-28,140.399994
2020-09-29,139.690002
2020-09-30,143.003326
2020-10-01,149.386673
2020-10-02,138.363327
2020-10-03,138.363327
2020-10-04,138.363327
2020-10-05,141.893326
2020-10-06,137.993332
2020-10-07,141.766663
2020-10-08,141.973328
2020-10-09,144.666672
2020-10-10,144.666672
2020-10-11,144.666672
2020-10-12,147.433334
2020-10-13,148.883331
2020-10-14,153.766663
2020-10-15,149.626663
2020-10-16,146.556671
2020-10-17,146.556671
2020-10-18,146.556671
2020-10-19,143.610001
2020-10-20,140.646667
2020-10-21,140.880005
2020-10-22,141.929993
2020-10-23,140.210007
2020-10-24,140.210007
2020-10-25,140.210007
2020-10-26,140.093338
2020-10-27,141.559998
2020-10-28,135.339996
2020-10-29,136.943329
2020-10-30,129.346664
2020-10-31,129.346664
2020-11-01,129.346664
2020-11-02,133.503326
2020-11-03,141.300003
2020-11-04,140.32666
2020-11-05,146.029999
2020-11-06,143.316666
2020-11-07,143.316666
2020-11-08,143.316666
2020-11-09,140.419998
2020-11-10,136.786667
2020-11-11,139.043335
2020-11-12,137.253326
2020-11-13,136.166672
2020-11-14,136.166672
2020-11-15,136.166672
2020-11-16,136.029999
2020-11-17,147.203339
2020-11-18,162.213333
2020-11-19,166.42334
2020-11-20,163.203339
2020-11-21,163.203339
2020-11-22,163.203339
2020-11-23,173.949997
2020-11-24,185.126663
2020-11-25,191.333328
2020-11-26,191.333328
2020-11-27,195.253326
2020-11-28,195.253326
2020-11-29,195.253326
2020-11-30,189.199997
2020-12-01,194.919998
2020-12-02,189.606674
2020-12-03,197.793335
2020-12-04,199.679993
2020-12-05,199.679993
2020-12-06,199.679993
2020-12-07,213.919998
2020-12-08,216.626663
2020-12-09,201.493332
2020-12-10,209.023331
2020-12-11,203.330002
2020-12-12,203.330002
2020-12-13,203.330002
2020-12-14,213.276672
2020-12-15,211.083328
2020-12-16,207.589996
2020-12-17,218.633331
2020-12-18,231.666672
2020-12-19,231.666672
2020-12-20,231.666672
2020-12-21,216.619995
2020-12-22,213.446671
2020-12-23,215.32666
2020-12-24,220.589996
2020-12-25,220.589996
2020-12-26,220.589996
2020-12-27,220.589996
2020-12-28,221.229996
2020-12-29,221.996674
2020-12-30,231.593338
2020-12-31,235.223328
2021-01-01,235.223328
2021-01-02,235.223328
2021-01-03,235.223328
2021-01-04,243.256668
2021-01-05,245.036667
2021-01-06,251.993332
2021-01-07,272.013336
2021-01-08,293.339996
2021-01-09,293.339996
2021-01-10,293.339996
2021-01-11,270.396667
2021-01-12,283.146667
2021-01-13,284.803345
2021-01-14,281.666656
2021-01-15,275.386658
2021-01-16,275.386658
2021-01-17,275.386658
2021-01-18,275.386658
2021-01-19,281.516663
2021-01-20,283.483337
2021-01-21,281.66333
2021-01-22,282.213318
2021-01-23,282.213318
2021-01-24,282.213318
2021-01-25,293.600006
2021-01-26,294.363342
2021-01-27,288.053345
2021-01-28,278.476654
2021-01-29,264.51001
2021-01-30,264.51001
2021-01-31,264.51001
2021-02-01,279.936676
2021-02-02,290.929993
2021-02-03,284.896667
2021-02-04,283.329987
2021-02-05,284.07666
2021-02-06,284.07666
2021-02-07,284.07666
2021-02-08,287.806671
2021-02-09,283.15332
2021-02-10,268.273346
2021-02-11,270.553345
2021-02-12,272.040009
2021-02-13,272.040009
2021-02-14,272.040009
2021-02-15,272.040009
2021-02-16,265.406677
2021-02-17,266.049988
2021-02-18,262.459991
2021-02-19,260.433319
2021-02-20,260.433319
2021-02-21,260.433319
2021-02-22,238.166672
2021-02-23,232.946671
2021-02-24,247.339996
2021-02-25,227.406662
2021-02-26,225.166672
2021-02-27,225.166672
2021-02-28,225.166672
2021-03-01,239.476669
2021-03-02,228.813339
2021-03-03,217.733337
2021-03-04,207.146667
2021-03-05,199.316666
2021-03-06,199.316666
2021-03-07,199.316666
2021-03-08,187.666672
2021-03-09,224.526672
2021-03-10,222.686661
2021-03-11,233.199997
2021-03-12,231.243332
2021-03-13,231.243332
2021-03-14,231.243332
2021-03-15,235.979996
2021-03-16,225.626663
2021-03-17,233.936661
2021-03-18,217.720001
2021-03-19,218.289993
2021-03-20,218.289993
2021-03-21,218.289993
2021-03-22,223.333328
2021-03-23,220.720001
2021-03-24,210.089996
2021-03-25,213.463333
2021-03-26,206.236664
2021-03-27,206.236664
2021-03-28,206.236664
2021-03-29,203.763336
2021-03-30,211.873337
2021-03-31,222.643326
2021-04-01,220.583328
2021-04-02,220.583328
2021-04-03,220.583328
2021-04-04,220.583328
2021-04-05,230.350006
2021-04-06,230.539993
2021-04-07,223.656662
2021-04-08,227.933334
2021-04-09,225.67334
2021-04-10,225.67334
2021-04-11,225.67334
2021-04-12,233.993332
2021-04-13,254.106674
2021-04-14,244.07666
2021-04-15,246.28334
2021-04-16,246.593338
2021-04-17,246.593338
2021-04-18,246.593338
2021-04-19,238.210007
2021-04-20,239.66333
2021-04-21,248.039993
2021-04-22,239.896667
2021-04-23,243.133331
2021-04-24,243.133331
2021-04-25,243.133331
2021-04-26,246.066666
2021-04-27,234.91333
2021-04-28,231.46666
2021-04-29,225.666672
2021-04-30,236.479996
2021-05-01,236.479996
2021-05-02,236.479996
2021-05-03,228.300003
2021-05-04,224.53334
2021-05-05,223.646667
2021-05-06,221.179993
2021-05-07,224.123337
2021-05-08,224.123337
2021-05-09,224.123337
2021-05-10,209.679993
2021-05-11,205.733337
2021-05-12,196.630005
2021-05-13,190.563339
2021-05-14,196.580002
2021-05-15,196.580002
2021-05-16,196.580002
2021-05-17,192.276672
2021-05-18,192.623337
2021-05-19,187.820007
2021-05-20,195.593338
2021-05-21,193.626663
2021-05-22,193.626663
2021-05-23,193.626663
2021-05-24,202.146667
2021-05-25,201.563339
2021-05-26,206.376663
2021-05-27,210.28334
2021-05-28,208.406662
2021-05-29,208.406662
2021-05-30,208.406662
2021-05-31,208.406662
2021-06-01,207.96666
2021-06-02,201.706665
2021-06-03,190.946671
2021-06-04,199.683334
2021-06-05,199.683334
2021-06-06,199.683334
2021-06-07,201.710007
2021-06-08,201.196671
2021-06-09,199.593338
2021-06-10,203.373337
2021-06-11,203.296661
2021-06-12,203.296661
2021-06-13,203.296661
2021-06-14,205.896667
2021-06-15,199.786667
2021-06-16,201.623337
2021-06-17,205.53334
2021-06-18,207.770004
2021-06-19,207.770004
2021-06-20,207.770004
2021-06-21,206.943329
2021-06-22,207.903336
2021-06-23,218.856674
2021-06-24,226.606674
2021-06-25,223.956665
2021-06-26,223.956665
2021-06-27,223.956665
2021-06-28,229.573334
2021-06-29,226.919998
2021-06-30,226.566666
2021-07-01,225.973328
2021-07-02,226.300003
2021-07-03,226.300003
2021-07-04,226.300003
2021-07-05,226.300003
2021-07-06,219.860001
2021-07-07,214.883331
2021-07-08,217.603333
2021-07-09,218.983337
2021-07-10,218.983337
2021-07-11,218.983337
2021-07-12,228.566666
2021-07-13,222.846664
2021-07-14,217.793335
2021-07-15,216.866669
2021-07-16,214.740005
2021-07-17,214.740005
2021-07-18,214.740005
2021-07-19,215.406662
2021-07-20,220.166672
2021-07-21,218.429993
2021-07-22,216.419998
2021-07-23,214.460007
2021-07-24,214.460007
2021-07-25,214.460007
2021-07-26,219.206665
2021-07-27,214.926666
2021-07-28,215.660004
2021-07-29,225.78334
2021-07-30,229.066666
2021-07-31,229.066666
2021-08-01,229.066666
2021-08-02,236.556671
2021-08-03,236.580002
2021-08-04,236.973328
2021-08-05,238.210007
2021-08-06,233.03334
2021-08-07,233.03334
2021-08-08,233.03334
2021-08-09,237.919998
2021-08-10,236.66333
2021-08-11,235.940002
2021-08-12,240.75
2021-08-13,239.056671
2021-08-14,239.056671
2021-08-15,239.056671
2021-08-16,228.723328
2021-08-17,221.903336
2021-08-18,229.66333
2021-08-19,224.490005
2021-08-20,226.753326
2021-08-21,226.753326
2021-08-22,226.753326
2021-08-23,235.433334
2021-08-24,236.16333
2021-08-25,237.066666
2021-08-26,233.720001
2021-08-27,237.306671
2021-08-28,237.306671
2021-08-29,237.306671
2021-08-30,243.636673
2021-08-31,245.240005
2021-09-01,244.696671
2021-09-02,244.130005
2021-09-03,244.523331
2021-09-04,244.523331
2021-09-05,244.523331
2021-09-06,244.523331
2021-09-07,250.973328
2021-09-08,251.289993
2021-09-09,251.619995
2021-09-10,245.42334
2021-09-11,245.42334
2021-09-12,245.42334
2021-09-13,247.666672
2021-09-14,248.16333
2021-09-15,251.943329
2021-09-16,252.330002
2021-09-17,253.16333
2021-09-18,253.16333
2021-09-19,253.16333
2021-09-20,243.389999
2021-09-21,246.460007
2021-09-22,250.646667
2021-09-23,251.213333
2021-09-24,258.130005
2021-09-25,258.130005
2021-09-26,258.130005
2021-09-27,263.786682
2021-09-28,259.186676
2021-09-29,260.436676
2021-09-30,258.493347
2021-10-01,258.406677
2021-10-02,258.406677
2021-10-03,258.406677
2021-10-04,260.51001
2021-10-05,260.196655
2021-10-06,260.916656
2021-10-07,264.536682
2021-10-08,261.829987
2021-10-09,261.829987
2021-10-10,261.829987
2021-10-11,263.980011
2021-10-12,268.573334
2021-10-13,270.359985
2021-10-14,272.773346
2021-10-15,281.01001
2021-10-16,281.01001
2021-10-17,281.01001
2021-10-18,290.036682
2021-10-19,288.089996
2021-10-20,288.600006
2021-10-21,298.0
2021-10-22,303.226654
2021-10-23,303.226654
2021-10-24,303.226654
2021-10-25,341.619995
2021-10-26,339.476654
2021-10-27,345.953339
2021-10-28,359.013336
2021-10-29,371.333344
2021-10-30,371.333344
2021-10-31,371.333344
2021-11-01,402.863342
2021-11-02,390.666656
2021-11-03,404.619995
2021-11-04,409.970001
2021-11-05,407.363342
2021-11-06,407.363342
2021-11-07,407.363342
2021-11-08,387.646667
2021-11-09,341.166656
2021-11-10,355.983337
2021-11-11,354.503326
2021-11-12,344.473328
2021-11-13,344.473328
2021-11-14,344.473328
2021-11-15,337.796661
2021-11-16,351.57666
2021-11-17,363.003326
2021-11-18,365.459991
2021-11-19,379.019989
2021-11-20,379.019989
2021-11-21,379.019989
2021-11-22,385.623322
2021-11-23,369.676666
2021-11-24,372.0
2021-11-25,372.0
2021-11-26,360.640015
2021-11-27,360.640015
2021-11-28,360.640015
2021-11-29,378.996674
2021-11-30,381.58667
2021-12-01,365.0
2021-12-02,361.533325
2021-12-03,338.323334
2021-12-04,338.323334
2021-12-05,338.323334
2021-12-06,336.33667
2021-12-07,350.583344
2021-12-08,356.320007
2021-12-09,334.600006
2021-12-10,339.01001
2021-12-11,339.01001
